,,,,,Games,,Rushing,,,,,,,,
22,Elijah Mitchell,SFO,23,rb,2,1,36,146,7,102,2.8,44,1.2,2,18
23,James Conner,ARI,26,,3,0,35,122,8,53,1.5,69,2,5,7
24,Austin Ekeler,LAC,26,rb,3,3,35,166,7,82,2.3,84,2.4,2,17.5
25,Lamar Jackson,BAL,24,qb,3,3,35,251,13,157,4.5,94,2.7,6,5.8
26,Devin Singletary,BUF,24,rb,3,2,35,180,6,135,3.9,45,1.3,1,35
27,D'Andre Swift,DET,22,,3,0,33,123,9,107,3.2,16,0.5,1,33
28,Chase Edmonds,ARI,25,rb,3,3,31,135,6,90,2.9,45,1.5,1,31
29,Sony Michel,LAR,26,rb,3,1,31,115,7,68,2.2,47,1.5,4,7.8
30,James Robinson,JAX,23,rb,3,3,31,160,8,73,2.4,87,2.8,1,31
31,Alexander Mattison,MIN,23,rb,3,1,30,125,7,74,2.5,51,1.7,2,15
32,Miles Sanders,PHI,24,rb,3,3,30,156,7,126,4.2,30,1,9,3.3
33,Darrell Henderson,LAR,24,rb,2,2,29,123,8,81,2.8,42,1.4,0,
34,Kareem Hunt,CLE,26,,3,0,29,165,9,76,2.6,89,3.1,5,5.8
35,Jamaal Williams,DET,26,rb,3,3,28,121,9,100,3.6,21,0.8,1,28
36,Myles Gaskin,MIA,24,rb,3,2,27,139,4,88,3.3,51,1.9,1,27
37,Tony Pollard,DAL,24,,3,0,27,183,11,89,3.3,94,3.5,2,13.5
38,Ty'Son Williams,BAL,25,rb,3,3,27,164,7,87,3.2,77,2.9,1,27
39,Jalen Hurts,PHI,23,qb,3,3,26,179,9,156,6,23,0.9,2,13
40,Latavius Murray,BAL,31,,3,0,26,92,7,51,2,41,1.6,2,13
41,Michael Carter,NYJ,22,rb,3,1,24,89,5,58,2.4,31,1.3,3,8
42,Leonard Fournette,TAM,26,rb,3,2,24,92,3,44,1.8,48,2,1,24
43,Daniel Jones,NYG,24,qb,3,3,23,161,9,145,6.3,16,0.7,1,23
44,Kenyan Drake,LVR,27,rb,3,2,21,44,1,18,0.9,26,1.2,3,7
45,Zack Moss,BUF,24,,2,0,21,86,8,46,2.2,40,1.9,6,3.5
46,Cordarrelle Patterson,ATL,30,rb,3,1,21,85,6,46,2.2,39,1.9,2,10.5
47,Phillip Lindsay,HOU,27,,3,0,20,32,3,18,0.9,14,0.7,0,
48,Chuba Hubbard,CAR,22,,3,0,19,62,3,28,1.5,34,1.8,2,9.5
49,Carlos Hyde,JAX,31,,3,0,19,95,7,41,2.2,54,2.8,1,19
50,Ty Johnson,NYJ,24,rb,3,1,19,82,4,57,3,25,1.3,3,6.3
51,Josh Allen,BUF,25,qb,3,3,18,88,10,66,3.7,22,1.2,2,9
52,Malcolm Brown,MIA,28,rb,3,1,17,68,4,37,2.2,31,1.8,0,
53,Kyler Murray,ARI,24,qb,3,3,17,70,6,66,3.9,4,0.2,0,
54,Kenneth Gainwell,PHI,22,,3,0,16,53,3,47,2.9,6,0.4,0,
55,Nyheim Hines,IND,25,,3,0,16,64,4,47,2.9,17,1.1,2,8
56,Tony Jones,NOR,24,rb,3,1,16,69,3,41,2.6,28,1.8,2,8
57,AJ Dillon,GNB,23,,3,0,15,55,2,28,1.9,27,1.8,1,15
58,Jimmy Garoppolo,SFO,30,qb,3,3,15,26,5,26,1.7,0,0,0,
59,Taylor Heinicke,WAS,28,qb,3,2,15,44,3,40,2.7,4,0.3,1,15
60,Ronald Jones II,TAM,24,rb,3,1,15,52,3,30,2,22,1.5,0,
61,Tevin Coleman,NYJ,28,rb,2,1,14,48,3,24,1.7,24,1.7,0,
62,Sam Darnold,CAR,24,qb,3,3,14,17,5,9,0.6,8,0.6,2,7
63,Justin Fields,CHI,22,qb,3,1,14,46,3,29,2.1,17,1.2,2,7
64,Jameis Winston,NOR,27,qb,3,3,14,60,6,37,2.6,23,1.6,0,
65,Jacoby Brissett,MIA,29,qb,3,1,13,49,5,43,3.3,6,0.5,0,
66,Baker Mayfield,CLE,26,qb,3,3,13,48,3,47,3.6,1,0.1,0,
67,Dak Prescott,DAL,28,qb,3,3,13,19,0,8,0.6,11,0.8,0,
68,Larry Rountree,LAC,22,,3,0,13,29,1,18,1.4,11,0.8,0,
69,Justin Herbert,LAC,23,qb,3,3,12,27,4,20,1.7,7,0.6,1,12
70,Teddy Bridgewater,DEN,29,qb,3,3,11,44,5,27,2.5,17,1.5,1,11
71,David Johnson,HOU,30,,3,0,11,46,2,20,1.8,26,2.4,0,
72,Trey Sermon,SFO,22,rb,2,1,11,39,3,20,1.8,19,1.7,1,11
73,Ryan Tannehill,TEN,33,qb,3,3,11,100,7,93,8.5,7,0.6,0,
74,Darrel Williams,KAN,26,,3,0,11,30,4,22,2,8,0.7,1,11
75,Russell Wilson,SEA,33,qb,3,3,11,32,3,27,2.5,5,0.5,0,
76,Derek Carr,LVR,30,qb,3,3,10,13,2,12,1.2,1,0.1,0,
77,Taysom Hill,NOR,31,qb,3,2,10,49,5,19,1.9,30,3,3,3.3
78,Josh Jacobs,LVR,23,rb,1,1,10,34,4,14,1.4,20,2,2,5
79,Patrick Mahomes,KAN,26,qb,3,3,10,66,5,63,6.3,3,0.3,0,
80,James White,NWE,29,,3,0,10,38,4,30,3,8,0.8,0,
81,Salvon Ahmed,MIA,23,,3,0,9,21,0,7,0.8,14,1.6,0,
82,Trevor Lawrence,JAX,22,qb,3,3,9,46,2,31,3.4,15,1.7,0,
83,Matthew Stafford,LAR,33,qb,3,3,9,-6,0,-6,-0.7,0,0,0,
84,Carson Wentz,IND,29,qb,3,3,9,60,2,59,6.6,1,0.1,0,
85,Jared Goff,DET,27,qb,3,3,8,64,3,64,8,0,0,0,
86,J.D. McKissic,WAS,28,rb,3,1,8,41,4,29,3.6,12,1.5,0,
87,Damien Williams,CHI,29,,3,0,8,18,2,4,0.5,14,1.8,1,8
88,Kylin Hill,GNB,23,,3,0,7,22,1,16,2.3,6,0.9,0,
89,Justin Jackson,LAC,25,,3,0,7,26,2,12,1.7,14,2,0,
90,Ameer Abdullah,MIN,28,,3,0,6,28,0,14,2.3,14,2.3,1,6
91,Devontae Booker,NYG,29,,2,0,6,16,,9,1.5,7,1.2,0,
92,Joe Burrow,CIN,25,qb,3,3,6,9,2,5,0.8,4,0.7,0,
93,Jamycal Hasty,SFO,25,,2,0,6,41,3,33,5.5,8,1.3,1,6
94,Mac Jones,NWE,23,qb,3,3,6,28,4,28,4.7,0,0,0,
95,Kyle Juszczyk,SFO,30,fb,3,3,6,16,2,8,1.3,8,1.3,0,
96,Samaje Perine,CIN,26,,3,0,6,21,,16,2.7,5,0.8,0,
97,Mitchell Trubisky,BUF,27,,2,0,6,17,1,17,2.8,0,0,0,
98,Devonta Freeman,BAL,29,,2,0,5,37,1,31,6.2,6,1.2,0,
99,Royce Freeman,CAR,25,,3,0,5,17,1,14,2.8,3,0.6,0,
100,Marlon Mack,IND,25,,1,0,5,16,1,9,1.8,7,1.4,0,
101,Jeremy McNichols,TEN,26,,3,0,5,18,0,9,1.8,9,1.8,0,
102,Ben Roethlisberger,PIT,39,qb,3,3,5,10,1,10,2,0,0,0,
103,Matt Ryan,ATL,36,qb,3,3,5,10,0,7,1.4,3,0.6,0,
104,Tyrod Taylor,HOU,32,qb,2,2,5,55,1,31,6.2,24,4.8,1,5
105,Brandon Bolden,NWE,31,,3,0,4,4,0,0,0,4,1,1,4
106,Tom Brady,TAM,44,qb,3,3,4,20,2,18,4.5,2,0.5,0,
107,Matt Breida,BUF,26,,2,0,4,4,,2,0.5,2,0.5,0,
108,Andy Dalton,CHI,34,qb,2,2,4,38,2,38,9.5,0,0,0,
109,Trey Lance,SFO,21,,2,0,4,3,1,2,0.5,1,0.3,0,
110,Elijhaa Penny,NYG,28,rb,3,1,4,11,2,6,1.5,5,1.3,0,
111,Aaron Rodgers,GNB,38,qb,3,3,4,6,0,6,1.5,0,0,0,
112,Deebo Samuel,SFO,25,wr,3,3,4,8,0,5,1.3,3,0.8,1,4
113,Keith Smith,ATL,29,fb,3,2,4,16,1,16,4,0,0,0,
114,Tua Tagovailoa,MIA,23,qb,2,2,4,1,1,1,0.3,0,0,0,
115,Zach Wilson,NYJ,22,qb,3,3,4,21,2,21,5.3,0,0,0,
116,Robert Woods,LAR,29,wr,3,3,4,18,0,7,1.8,11,2.8,0,
117,Trenton Cannon,2TM,27,,3,0,3,4,,2,0.7,2,0.7,0,
118,Corey Clement,DAL,27,,3,0,3,0,,-6,-2,6,2,1,3
119,Alex Collins,SEA,27,,2,0,3,33,2,24,8,9,3,1,3
120,Kirk Cousins,MIN,33,qb,3,3,3,37,2,35,11.7,2,0.7,0,
121,Damarea Crockett,DEN,24,,3,0,3,7,,7,2.3,0,0,0,
122,Blaine Gabbert,TAM,32,,1,0,3,-3,,-3,-1,0,0,0,
123,Tyreek Hill,KAN,27,wr,3,3,3,30,2,28,9.3,2,0.7,0,
124,Case Keenum,CLE,33,,1,0,3,0,1,0,0,0,0,0,
125,Jordan Love,GNB,23,,2,0,3,-3,0,-3,-1,0,0,0,
126,Davis Mills,HOU,23,qb,2,1,3,-1,0,-3,-1,2,0.7,0,
127,Freddie Swain,SEA,23,,3,0,3,21,1,17,5.7,4,1.3,0,
128,J.J. Taylor,NWE,23,,2,0,3,5,,4,1.3,1,0.3,0,
129,Chase Claypool,PIT,23,wr,3,2,2,22,1,19,9.5,3,1.5,0,
130,D'Wayne Eskridge,SEA,24,,1,0,2,22,1,12,6,10,5,1,2
131,Reggie Gilliam,BUF,24,fb,3,1,2,2,,0,0,2,1,0,
132,Jalen Guyton,LAC,24,wr,3,1,2,12,1,10,5,2,1,0,
133,C.J. Ham,MIN,28,fb,3,2,2,2,1,0,0,2,1,0,
134,Andy Janovich,CLE,28,fb,3,2,2,0,1,-1,-0.5,1,0.5,0,
135,D'Ernest Johnson,CLE,25,,3,0,2,9,,6,3,3,1.5,0,
136,CeeDee Lamb,DAL,22,wr,3,3,2,12,1,9,4.5,3,1.5,0,
137,Jarvis Landry,CLE,29,wr,2,2,2,13,2,9,4.5,4,2,0,
138,Isaiah McKenzie,BUF,26,wr,3,1,2,5,1,3,1.5,2,1,0,
139,D.J. Moore,CAR,24,wr,3,3,2,13,1,11,5.5,2,1,0,
140,Raheem Mostert,SFO,29,rb,1,1,2,20,1,18,9,2,1,0,
141,Jaret Patterson,WAS,22,,3,0,2,9,,7,3.5,2,1,0,
142,Rashaad Penny,SEA,25,,1,0,2,8,,6,3,2,1,0,
143,Henry Ruggs III,LVR,22,wr,3,3,2,9,0,8,4,1,0.5,0,
144,Mekhi Sargent,TEN,24,,3,0,2,4,1,3,1.5,1,0.5,0,
145,Laviska Shenault Jr.,JAX,23,,3,0,2,9,0,9,4.5,0,0,0,
146,Benny Snell Jr.,PIT,23,,3,0,2,1,,1,0.5,0,0,0,
147,Brandon Aiyuk,SFO,23,wr,3,2,1,8,0,5,5,3,3,0,
148,Alex Armah,NOR,27,,2,0,1,5,1,3,3,2,2,0,
149,Odell Beckham Jr.,CLE,29,wr,1,1,1,10,1,10,10,0,0,0,
150,Blake Bell,KAN,30,,3,0,1,2,1,2,2,0,0,0,
151,C.J. Board,NYG,28,,3,0,1,6,0,4,4,2,2,0,
152,Kendrick Bourne,NWE,26,wr,3,1,1,16,1,10,10,6,6,1,1
153,Gary Brightwell,NYG,22,,3,0,1,4,,3,3,1,1,0,
154,A.J. Brown,TEN,24,wr,3,3,1,3,0,1,1,2,2,0,
155,Antonio Brown,TAM,33,wr,2,1,1,6,0,5,5,1,1,0,
156,Dyami Brown,WAS,22,wr,3,3,1,-4,0,-4,-4,0,0,0,
157,Marquise Brown,BAL,24,wr,3,3,1,5,1,2,2,3,3,0,
158,Michael Burton,KAN,29,,3,0,1,2,1,2,2,0,0,0,
159,DeAndre Carter,WAS,28,,3,0,1,2,,2,2,0,0,0,
160,Ja'Marr Chase,CIN,21,wr,3,3,1,-2,0,-2,-2,0,0,1,1
161,Randall Cobb,GNB,31,,3,0,1,1,0,0,0,1,1,1,1
162,Brandin Cooks,HOU,28,wr,3,3,1,5,0,3,3,2,2,0,
163,DeeJay Dallas,SEA,23,,3,0,1,5,1,2,2,3,3,0,
164,Ashton Dulin,IND,24,wr,3,1,1,-7,0,-7,-7,0,0,1,1
165,Ryan Fitzpatrick,WAS,39,qb,1,1,1,2,,2,2,0,0,0,
166,Jake Funk,LAR,23,,3,0,1,6,,3,3,3,3,0,
167,Jamie Gillan,CLE,24,p,3,0,1,0,,0,0,0,0,0,
168,Chris Godwin,TAM,25,wr,3,3,1,2,1,2,2,0,0,0,
169,Marquise Goodwin,CHI,31,,3,0,1,-2,0,-2,-2,0,0,0,
170,Mecole Hardman,KAN,23,wr,3,3,1,2,0,2,2,0,0,0,
171,Deonte Harris,NOR,24,,3,0,1,1,0,1,1,0,0,0,
172,Johnny Hekker,LAR,31,p,3,0,1,0,,0,0,0,0,0,
173,Alec Ingold,LVR,25,fb,3,1,1,0,0,0,0,0,0,0,
174,George Kittle,SFO,28,te,3,3,1,9,0,5,5,4,4,0,
175,Cooper Kupp,LAR,28,wr,3,3,1,-5,0,-5,-5,0,0,0,
176,Marcus Mariota,LVR,28,,1,0,1,31,1,28,28,3,3,0,
177,Rondale Moore,ARI,21,wr,3,2,1,3,0,0,0,3,3,0,
178,Gabe Nabers,LAC,24,,3,0,1,2,1,1,1,1,1,0,
179,Michael Pittman Jr.,IND,24,wr,3,3,1,5,0,5,5,0,0,0,
180,Kalif Raymond,DET,27,wr,3,3,1,9,1,9,9,0,0,0,
181,Patrick Ricard,BAL,27,fb,3,2,1,2,1,1,1,1,1,0,
182,Anthony Schwartz,CLE,21,,3,0,1,17,1,17,17,0,0,0,
183,Sterling Shepard,NYG,28,wr,3,3,1,-9,0,-9,-9,0,0,1,1
184,Cam Sims,WAS,25,,3,0,1,7,0,5,5,2,2,0,
185,Jonnu Smith,NWE,26,te,3,2,1,6,0,2,2,4,4,0,
186,JuJu Smith-Schuster,PIT,25,wr,3,3,1,3,1,0,0,3,3,1,1
187,Rhamondre Stevenson,NWE,23,,1,0,1,2,,0,0,2,2,0,
188,Tommy Tremble,CAR,23,te,3,1,1,7,1,7,7,0,0,0,
189,Cedrick Wilson Jr.,DAL,26,,3,0,1,5,0,4,4,1,1,0,
