"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"32","Ty Chandler","MIN","rb","13","@CIN","13.7","0","0","0","0","0","0","15.5208","67.8355","0.3744","3.0244","2.4211","18.5784","0.0768","0.1207","0.0604","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","James Cook","BUF","rb","13","DAL","13.7","0","0","0","0","0","0","12.6776","59.6628","0.3452","3.3842","2.6791","23.1512","0.1191","0.1111","0.0555","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Jahmyr Gibbs","DET","rb","9","DEN","13.6","0","0","0","0","0","0","10.5374","47.8511","0.3748","3.9273","3.2027","24.7686","0.1489","0.0983","0.0491","0.0115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Josh Allen","BUF","qb","13","DAL","21.7","22.3135","35.0817","267.6892","1.6364","0.8378","2.001","5.9558","39.1993","0.2478","0","0","0","0","0.564","0.282","0.0586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Mike Evans","TB","wr","5","@GB","14.3","0","0","0","0","0","0","0","0","0","8.1694","4.8592","68.5726","0.4225","0.0227","0.0114","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Amon-Ra St. Brown","DET","wr","9","DEN","14.3","0","0","0","0","0","0","0","0","0","8.0105","6.0731","61.5074","0.3417","0.0323","0.0162","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Kenneth Walker III","SEA","rb","5","PHI","13.5","0","0","0","0","0","0","15.3086","72.7863","0.5187","2.1707","1.7976","10.7098","0.0415","0.0651","0.0326","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","David Montgomery","DET","rb","9","DEN","13.2","0","0","0","0","0","0","14.0855","59.1609","0.4834","2.5559","2.0829","17.2833","0.0992","0.0975","0.0487","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Deebo Samuel","SF","wr","9","@ARZ","13.8","0","0","0","0","0","0","2.4273","14.3875","0.1611","5.9583","4.1307","54.9779","0.3058","0.1358","0.0679","0.0067","30.5376","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","James Conner","ARZ","rb","14","SF","13","0","0","0","0","0","0","13.6053","57.2681","0.5241","2.6473","2.1977","15.1629","0.0764","0.172","0.086","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Tee Higgins","CIN","wr","7","MIN","13.7","0","0","0","0","0","0","0","0","0","6.616","4.5357","64.4448","0.4399","0.0335","0.0167","0.0308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Garrett Wilson","NYJ","wr","7","@MIA","13.7","0","0","0","0","0","0","0.2366","1.4498","0.0115","7.8607","4.9924","64.5565","0.3451","0.0563","0.0281","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Calvin Ridley","JAX","wr","9","BLT","13.6","0","0","0","0","0","0","0.6556","3.3767","0.0357","8.0057","5.4141","54.6729","0.3684","0.054","0.027","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Jalen Hurts","PHI","qb","10","@SEA","20.9","19.8515","32.0604","238.7342","1.2792","0.6771","2.0152","8.8523","46.6942","0.414","0","0","0","0","0.6001","0.3","0.0533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","De'Von Achane","MIA","rb","10","NYJ","12.7","0","0","0","0","0","0","9.611","43.2022","0.3041","4.0734","3.2711","25.153","0.1288","0.0931","0.0466","0.0086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","DeVonta Smith","PHI","wr","10","@SEA","13.3","0","0","0","0","0","0","0","0","0","7.5528","4.9736","64.0168","0.3166","0.0372","0.0186","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Brandon Aiyuk","SF","wr","9","@ARZ","13.3","0","0","0","0","0","0","0","0","0","6.9706","4.6385","62.5639","0.3984","0.0524","0.0262","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Chuba Hubbard","CAR","rb","7","ATL","12.5","0","0","0","0","0","0","15.3431","65.0734","0.4791","1.9295","1.5359","12.2896","0.0678","0.088","0.044","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Amari Cooper","CLV","wr","5","CHI","13.2","0","0","0","0","0","0","0","0","0","7.4094","4.6165","63.8062","0.37","0.0369","0.0185","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Michael Pittman Jr.","IND","wr","11","PIT","13.1","0","0","0","0","0","0","0","0","0","7.7343","5.3821","59.4168","0.2932","0.0717","0.0358","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","T.J. Hockenson","MIN","te","13","@CIN","12","0","0","0","0","0","0","0","0","0","6.7624","4.8425","50.9649","0.3314","0.0369","0.0184","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","DeAndre Hopkins","TEN","wr","7","HST","12.8","0","0","0","0","0","0","0","0","0","6.8757","4.6562","57.1448","0.4001","0.0577","0.0288","0.0058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Clyde Edwards-Helaire","KC","rb","10","@NE","11.9","0","0","0","0","0","0","12.6588","53.2198","0.3905","2.47","2.0283","14.5706","0.1245","0.1134","0.0567","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Raheem Mostert","MIA","rb","10","NYJ","11.8","0","0","0","0","0","0","10.1156","47.3567","0.2882","3.2721","2.5874","19.7338","0.1311","0.0817","0.0409","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Adam Thielen","CAR","wr","7","ATL","12.5","0","0","0","0","0","0","0","0","0","7.1133","5.054","52.3128","0.3742","0.0433","0.0216","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","George Kittle","SF","te","9","@ARZ","11.6","0","0","0","0","0","0","0","0","0","5.5823","4.1367","53.1556","0.3518","0.0637","0.0319","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Javonte Williams","DEN","rb","9","@DET","11.6","0","0","0","0","0","0","12.1344","56.6894","0.3308","2.6217","2.1349","14.0207","0.0771","0.1282","0.0641","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Darren Waller","NYG","te","13","@NO","11.5","0","0","0","0","0","0","0","0","0","6.1507","4.1407","53.7805","0.3257","0.0361","0.018","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Tyler Lockett","SEA","wr","5","PHI","12.2","0","0","0","0","0","0","0","0","0","6.1805","4.3741","60.0414","0.3054","0.0357","0.0179","0.0179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Zay Flowers","BLT","wr","13","@JAX","12.2","0","0","0","0","0","0","0.5221","3.3714","0.0279","7.0225","4.3447","55.509","0.2948","0.0474","0.0237","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Jaylen Warren","PIT","rb","6","@IND","11.3","0","0","0","0","0","0","9.9018","44.8162","0.2205","3.4733","2.855","21.401","0.0937","0.0989","0.0495","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","D.K. Metcalf","SEA","wr","5","PHI","12.1","0","0","0","0","0","0","0","0","0","6.9643","4.4104","57.1695","0.3282","0.0622","0.0311","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Jaylen Waddle","MIA","wr","10","NYJ","12.1","0","0","0","0","0","0","0.1682","0.9834","0.0105","6.7445","4.4955","56.7403","0.3004","0.0484","0.0242","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Sam LaPorta","DET","te","9","DEN","11.2","0","0","0","0","0","0","0","0","0","5.9845","4.3711","46.8738","0.363","0.0535","0.0268","0.0179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Joshua Palmer","LAC","wr","5","@LV","11.9","0","0","0","0","0","0","0","0","0","6.9022","4.8226","54.124","0.2832","0.0461","0.0231","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Ameer Abdullah","LV","rb","13","LAC","11.1","0","0","0","0","0","0","6.9087","29.7627","0.2108","4.22","3.4459","25.4612","0.1469","0.0638","0.0319","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Chris Godwin","TB","wr","5","@GB","11.8","0","0","0","0","0","0","0.1124","0.5796","0.0063","7.3458","5.3495","51.8371","0.2014","0.0808","0.0404","0.0153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Marquise Brown","ARZ","wr","14","SF","11.7","0","0","0","0","0","0","0","0","0","7.5221","5.0571","53.1258","0.2278","0.0724","0.0362","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","George Pickens","PIT","wr","6","@IND","11.6","0","0","0","0","0","0","0.2539","1.572","0.012","5.9873","3.6246","58.4519","0.3091","0.0311","0.0156","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Diontae Johnson","PIT","wr","6","@IND","11.2","0","0","0","0","0","0","0","0","0","6.9135","4.6548","49.9364","0.2515","0.0481","0.024","0.0241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Trey McBride","ARZ","te","14","SF","10.2","0","0","0","0","0","0","0","0","0","5.9725","4.3163","44.0925","0.2408","0.0605","0.0303","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Easton Stick","LAC","qb","5","@LV","18.4","24.6246","37.5189","269.1816","1.5783","1.0529","2.7138","3.9223","16.1225","0.146","0","0","0","0","0.5727","0.2863","0.0639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Lamar Jackson","BLT","qb","13","@JAX","18.4","19.1685","30.9988","209.352","1.1932","0.6469","2.8223","8.1785","50.902","0.169","0","0","0","0","0.5348","0.2674","0.0497","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Noah Brown","HST","wr","7","@TEN","10.9","0","0","0","0","0","0","0","0","0","7.1376","4.263","51.5787","0.2473","0.0594","0.0297","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Jakobi Meyers","LV","wr","13","LAC","10.9","0","0","0","0","0","0","0","0","0","6.298","4.3827","50.5817","0.2401","0.0501","0.0251","0.0331","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Quentin Johnston","LAC","wr","5","@LV","10.9","0","0","0","0","0","0","0.4355","2.8119","0.0209","5.7867","3.78","50.5511","0.279","0.041","0.0205","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Tyjae Spears","TEN","rb","7","HST","10.1","0","0","0","0","0","0","9.2258","42.4458","0.3302","2.3719","1.9118","14.8866","0.0838","0.1044","0.0522","0.0062","59.1253","0.0425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Demario Douglas","NE","wr","11","KC","10.8","0","0","0","0","0","0","0","0","0","6.4651","4.1914","50.7377","0.254","0.0906","0.0453","0.0082","16.4491","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
