,,,,,Games,,Rushing,,,,,,,,,
81,Jaylen Warren,PIT,26,RB,4,0,20,61,0,4,35,1.8,26,1.3,1,20
82,Deebo Samuel,SFO,28,WR,5,5,19,51,1,1,22,1.2,29,1.5,1,19
83,Joe Burrow,CIN,28,QB,6,6,18,94,1,8,86,4.8,8,0.4,0,
84,Justin Herbert,LAC,26,QB,5,5,18,26,0,2,9,0.5,17,0.9,0,
85,Jeremy McNichols,WAS,29,RB,6,0,18,122,3,6,45,2.5,77,4.3,2,9
86,C.J. Stroud,HOU,23,QB,6,6,17,75,0,5,43,2.5,32,1.9,3,5.7
87,D'Ernest Johnson,JAX,28,RB,6,0,16,67,0,3,47,2.9,20,1.3,0,
88,Will Levis,TEN,25,QB,5,5,16,106,0,9,72,4.5,34,2.1,2,8
89,Cordarrelle Patterson,PIT,33,RB,4,1,16,92,0,5,32,2,60,3.8,1,16
90,Sean Tucker,TAM,23,RB,6,0,16,143,1,7,139,8.7,4,0.3,0,
91,Taysom Hill,NOR,34,TE,3,3,14,77,2,9,32,2.3,45,3.2,1,14
92,Ty Johnson,BUF,27,RB,6,1,14,76,1,5,56,4,20,1.4,0,
93,Trevor Lawrence,JAX,25,QB,6,6,14,82,0,7,74,5.3,8,0.6,0,
94,Blake Corum,LAR,24,RB,5,0,13,53,0,5,33,2.5,20,1.5,0,
95,Tyler Goodson,IND,24,RB,5,0,13,77,0,2,70,5.4,7,0.5,0,
96,Jacoby Brissett,NWE,32,QB,5,5,12,51,0,4,43,3.6,8,0.7,0,
97,Emari Demercado,ARI,25,RB,6,0,12,102,0,5,55,4.6,47,3.9,2,6
98,Pierre Strong,CLE,26,RB,4,0,12,50,0,4,45,3.8,5,0.4,0,
99,Malik Willis,GNB,25,QB,3,2,12,114,1,5,92,7.7,22,1.8,3,4
100,Ameer Abdullah,LVR,31,RB,6,0,11,67,1,2,60,5.5,7,0.6,0,
101,Tyler Badie,DEN,24,RB,3,0,11,86,0,4,22,2,64,5.8,1,11
102,Jared Goff,DET,30,QB,5,5,11,21,0,3,20,1.8,1,0.1,0,
103,Eric Gray,NYG,25,RB,6,0,11,24,0,1,21,1.9,3,0.3,0,
104,Tyler Huntley,MIA,26,QB,2,2,11,47,1,4,41,3.7,6,0.5,0,
105,Gardner Minshew II,LVR,28,QB,5,5,11,38,0,3,26,2.4,12,1.1,0,
106,Samaje Perine,KAN,29,RB,5,0,11,39,1,4,20,1.8,19,1.7,0,
107,Dameon Pierce,HOU,24,RB,2,0,11,92,1,2,79,7.2,13,1.2,2,5.5
108,Aaron Rodgers,NYJ,41,QB,6,6,11,44,0,3,43,3.9,1,0.1,1,11
109,Kirk Cousins,ATL,36,QB,6,6,10,-7,0,0,-8,-0.8,1,0.1,0,
110,Ronnie Rivers,LAR,25,RB,5,0,10,51,0,5,35,3.5,16,1.6,0,
111,Andy Dalton,CAR,37,QB,5,4,9,31,0,2,31,3.4,0,0,0,
112,Jordan Love,GNB,26,QB,4,4,9,29,0,4,11,1.2,18,2,0,
113,Dak Prescott,DAL,31,QB,6,6,9,25,1,3,22,2.4,3,0.3,0,
114,Jayden Reed,GNB,24,WR,6,4,9,110,1,5,79,8.8,31,3.4,1,9
115,Derek Carr,NOR,33,QB,5,5,8,22,1,2,19,2.4,3,0.4,0,
116,Kenneth Gainwell,PHI,25,RB,5,0,8,40,0,2,33,4.1,7,0.9,0,
117,Jamycal Hasty,NWE,28,RB,6,0,8,34,0,,24,3,10,1.3,0,
118,Khalil Herbert,CHI,26,RB,6,0,8,16,1,3,6,0.8,10,1.3,0,
119,CeeDee Lamb,DAL,25,WR,6,6,8,37,0,2,22,2.8,15,1.9,0,
120,Jeff Wilson,MIA,29,RB,4,0,8,40,0,1,17,2.1,23,2.9,0,
121,Chris Brooks,GNB,24,RB,4,0,7,24,0,1,21,3,3,0.4,0,
122,Drake Maye,NWE,22,QB,2,1,7,50,0,4,50,7.1,0,0,0,
123,J.J. Taylor,HOU,26,RB,3,0,7,21,0,,16,2.3,5,0.7,0,
124,Deuce Vaughn,DAL,23,RB,4,0,7,20,0,,9,1.3,11,1.6,0,
125,Tyson Bagent,CHI,24,QB,2,0,6,-7,0,,-7,-1.2,0,0,0,
126,Tank Dell,HOU,25,WR,5,3,6,30,0,2,26,4.3,4,0.7,0,
127,Joe Flacco,IND,39,QB,3,2,6,26,0,2,25,4.2,1,0.2,0,
128,Alec Ingold,MIA,28,FB,5,2,6,11,1,4,1,0.2,10,1.7,0,
129,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
130,Craig Reynolds,DET,28,RB,5,0,6,21,0,1,21,3.5,0,0,0,
131,Rashid Shaheed,NOR,26,WR,6,5,6,29,0,2,22,3.7,7,1.2,0,
132,Aaron Shampklin,PIT,25,RB,3,0,6,17,0,1,8,1.3,9,1.5,0,
133,Xavier Worthy,KAN,21,WR,5,4,6,42,2,2,33,5.5,9,1.5,0,
134,Bryce Young,CAR,23,QB,3,2,6,26,1,1,26,4.3,0,0,0,
135,Derius Davis,LAC,24,WR,5,1,5,31,0,2,23,4.6,8,1.6,0,
136,Zay Flowers,BAL,24,WR,6,5,5,28,0,0,19,3.8,9,1.8,1,5
137,Jake Haener,NOR,25,QB,3,0,5,8,0,0,8,1.6,0,0,0,
138,Hassan Haskins,LAC,25,RB,5,0,5,16,0,3,9,1.8,7,1.4,0,
139,Terrell Jennings,NWE,23,RB,1,0,5,13,0,,13,2.6,0,0,0,
140,Jordan Mims,NOR,25,RB,6,0,5,16,0,0,12,2.4,4,0.8,0,
141,Patrick Taylor,SFO,26,RB,6,0,5,16,0,1,10,2,6,1.2,0,
142,Jonathan Ward,PIT,27,RB,2,0,5,22,0,1,20,4,2,0.4,0,
143,Jameis Winston,CLE,30,QB,4,0,5,2,0,3,1,0.2,1,0.2,0,
144,Mike Boone,CAR,29,RB,2,0,4,7,0,,2,0.5,5,1.3,1,4
145,Audric Estime,DEN,21,RB,2,0,4,27,0,2,26,6.5,1,0.3,0,
146,Tyreek Hill,MIA,30,WR,5,5,4,31,0,2,29,7.3,2,0.5,0,
147,Hunter Luepke,DAL,24,RB,6,1,4,14,0,3,6,1.5,8,2,0,
148,Bo Melton,GNB,25,WR,6,0,4,35,0,3,30,7.5,5,1.3,1,4
149,Spencer Rattler,NOR,24,QB,1,1,4,27,0,1,27,6.8,0,0,0,
150,Sterling Shepard,TAM,31,WR,4,1,4,31,0,1,31,7.8,0,0,0,
151,KaVontae Turpin,DAL,28,WR,6,1,4,3,0,0,3,0.8,0,0,0,
152,Kimani Vidal,LAC,23,RB,1,0,4,11,0,1,11,2.8,0,0,0,
153,Jameson Williams,DET,23,WR,5,4,4,32,0,3,22,5.5,10,2.5,0,
154,Isaiah Davis,NYJ,22,RB,6,0,3,6,0,1,0,0,6,2,0,
155,Devin Duvernay,JAX,27,WR,5,0,3,10,0,1,3,1,7,2.3,0,
156,Myles Gaskin,MIN,27,RB,5,0,3,-1,0,,-2,-0.7,1,0.3,0,
157,Travis Homer,CHI,26,RB,2,0,3,16,0,1,12,4,4,1.3,0,
158,Ray-Ray McCloud,ATL,28,WR,6,5,3,26,0,1,13,4.3,13,4.3,0,
159,Kenny McIntosh,SEA,24,RB,6,0,3,11,0,1,5,1.7,6,2,0,
160,Malik Nabers,NYG,21,WR,4,3,3,0,0,1,-2,-0.7,2,0.7,0,
161,Calvin Ridley,TEN,30,WR,5,4,3,29,1,2,22,7.3,7,2.3,1,3
162,Curtis Samuel,BUF,28,WR,6,0,3,6,0,0,2,0.7,4,1.3,0,
163,Tua Tagovailoa,MIA,26,QB,2,2,3,28,0,3,28,9.3,0,0,0,
164,Mitchell Trubisky,BUF,30,QB,4,0,3,-3,0,,-3,-1,0,0,0,
165,Tre Tucker,LVR,23,WR,6,5,3,11,1,1,9,3,2,0.7,0,
166,DJ Turner,LVR,27,WR,6,2,3,25,1,1,2,0.7,23,7.7,2,1.5
167,Treylon Burks,TEN,24,WR,5,2,2,1,0,0,-5,-2.5,6,3,1,2
168,Brandin Cooks,DAL,31,WR,4,4,2,2,0,0,-3,-1.5,5,2.5,0,
169,Stefon Diggs,HOU,31,WR,6,6,2,12,1,1,10,5,2,1,0,
170,C.J. Ham,MIN,31,FB,5,1,2,10,1,1,8,4,2,1,0,
171,Diontae Johnson,CAR,28,WR,6,6,2,6,0,1,6,3,0,0,0,
172,Quentin Johnston,LAC,23,WR,5,4,2,4,0,0,0,0,4,2,1,2
173,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
174,Cooper Kupp,LAR,31,WR,2,2,2,10,0,1,9,4.5,1,0.5,0,
175,Xavier Legette,CAR,23,WR,6,3,2,10,0,0,10,5,0,0,0,
176,Marcus Mariota,WAS,31,QB,1,0,2,2,0,,1,0.5,1,0.5,0,
177,Tyreik McAllister,LVR,26,WR,2,0,2,11,0,1,9,4.5,2,1,0,
178,Terry McLaurin,WAS,29,WR,6,6,2,2,0,0,2,1,0,0,0,
179,Jonathan Mingo,CAR,23,WR,6,4,2,5,0,0,4,2,1,0.5,0,
180,Adonai Mitchell,IND,22,WR,6,3,2,14,0,1,12,6,2,1,0,
181,D.J. Moore,CHI,27,WR,6,6,2,8,0,1,8,4,0,0,0,
182,Jalen Nailor,MIN,25,WR,5,2,2,3,0,1,2,1,1,0.5,0,
183,Wan'Dale Robinson,NYG,23,WR,6,2,2,18,0,1,3,1.5,15,7.5,0,
184,Cooper Rush,DAL,31,QB,3,0,2,1,0,1,1,0.5,0,0,0,
185,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
186,Jaylen Waddle,MIA,26,WR,5,5,2,7,0,0,3,1.5,4,2,0,
187,Jordan Addison,MIN,22,WR,3,3,1,7,1,1,0,0,7,7,1,1
188,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
189,Tutu Atwell,LAR,25,WR,5,3,1,7,0,0,6,6,1,1,0,
190,Jake Bailey,MIA,27,P,5,0,1,0,0,,0,0,0,0,0,
191,Brock Bowers,LVR,22,TE,6,5,1,12,0,1,0,0,12,12,1,1
192,Tim Boyle,MIA,30,QB,1,0,1,6,0,0,6,6,0,0,0,
193,British Brooks,HOU,25,RB,5,0,1,2,0,,1,1,1,1,0,
194,Julius Chestnut,TEN,24,RB,5,0,1,2,0,,2,2,0,0,0,
195,Greg Dortch,ARI,26,WR,6,1,1,4,0,0,3,3,1,1,0,
196,Jahan Dotson,PHI,24,WR,5,3,1,13,0,1,13,13,0,0,0,
197,Demario Douglas,NWE,24,WR,6,2,1,9,0,0,5,5,4,4,0,
198,Josh Downs,IND,23,WR,4,2,1,-1,0,0,-1,-1,0,0,0,
199,Ashton Dulin,IND,27,WR,6,2,1,9,0,0,7,7,2,2,0,
200,Troy Franklin,DEN,21,WR,5,3,1,5,0,0,5,5,0,0,0,
201,Chris Godwin,TAM,28,WR,6,6,1,2,0,1,1,1,1,1,0,
202,Hendon Hooker,DET,26,QB,1,0,1,-1,0,0,-1,-1,0,0,0,
203,Kameron Johnson,TAM,22,WR,4,0,1,0,0,,0,0,0,0,0,
204,Kyle Juszczyk,SFO,33,FB,6,5,1,6,1,1,1,1,5,5,0,
205,Travis Kelce,KAN,35,TE,5,5,1,1,0,0,0,0,1,1,0,
206,Charlie Kolar,BAL,25,TE,6,2,1,2,0,1,2,2,0,0,0,
207,Tucker Kraft,GNB,24,TE,6,6,1,2,0,1,2,2,0,0,0,
208,Dylan Laube,LVR,25,RB,3,0,1,0,0,,0,0,0,0,0,
209,Jakobi Meyers,LVR,28,WR,5,5,1,3,0,0,1,1,2,2,0,
210,Marvin Mims,DEN,22,WR,6,1,1,17,0,1,0,0,17,17,1,1
211,Nick Mullens,MIN,29,QB,2,0,1,0,0,0,0,0,0,0,0,
212,Puka Nacua,LAR,23,WR,1,1,1,7,0,0,3,3,4,4,0,
213,Rome Odunze,CHI,22,WR,6,4,1,2,0,0,1,1,1,1,0,
214,Chris Olave,NOR,24,WR,6,6,1,7,0,1,7,7,0,0,0,
215,Cade Otton,TAM,25,TE,6,6,1,-4,0,0,-4,-4,0,0,1,1
216,George Pickens,PIT,23,WR,6,6,1,-10,0,0,-10,-10,0,0,0,
217,Ja'Lynn Polk,NWE,22,WR,6,5,1,0,0,0,0,0,0,0,0,
218,Kalif Raymond,DET,30,WR,5,0,1,12,0,1,9,9,3,3,0,
219,Rashee Rice,KAN,24,WR,4,4,1,1,0,1,0,0,1,1,0,
220,Khalil Shakir,BUF,24,WR,5,4,1,2,0,0,1,1,1,1,0,
221,Laviska Shenault Jr.,SEA,26,WR,6,0,1,1,0,0,0,0,1,1,0,
222,Steven Sims,HOU,27,WR,5,0,1,0,0,,0,0,0,0,0,
223,Jonnu Smith,MIA,29,TE,5,0,1,-1,0,0,-1,-1,0,0,0,
224,Matthew Stafford,LAR,36,QB,5,5,1,-1,0,0,-1,-1,0,0,0,
225,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
226,Brian Thomas,JAX,22,WR,6,5,1,13,0,1,9,9,4,4,0,
227,Skylar Thompson,MIA,27,QB,2,1,1,4,0,0,4,4,0,0,0,
228,Cedric Tillman,CLE,24,WR,6,1,1,-5,0,,-5,-5,0,0,0,
229,Clayton Tune,ARI,25,QB,1,0,1,-6,0,,-6,-6,0,0,0,
230,Sione Vaki,DET,23,RB,5,0,1,5,0,0,5,5,0,0,0,
231,Garrett Wilson,NYJ,24,WR,6,6,1,5,0,1,0,0,5,5,1,1
