,,,,,Games,,Rushing,,,,,,,,,
33,Lamar Jackson,BAL,27,QB,2,2,21,167,0,8,127,6,40,1.9,3,7
34,Zack Moss,CIN,27,RB,2,2,21,78,1,6,50,2.4,28,1.3,0,
35,Kenneth Walker III,SEA,24,RB,1,1,20,103,1,4,52,2.6,51,2.6,2,10
36,Jerome Ford,CLE,25,RB,2,1,19,108,1,5,69,3.6,39,2.1,1,19
37,Jamaal Williams,NOR,29,RB,2,0,19,77,1,6,44,2.3,33,1.7,0,
38,Javonte Williams,DEN,24,RB,2,2,19,40,0,2,13,0.7,27,1.4,1,19
39,Ty Chandler,MIN,26,RB,2,0,18,99,0,5,81,4.5,18,1,0,
40,Antonio Gibson,NWE,26,RB,2,0,18,114,0,5,44,2.4,70,3.9,2,9
41,Ezekiel Elliott,DAL,29,RB,2,1,16,56,1,3,34,2.1,22,1.4,0,
42,Chuba Hubbard,CAR,25,RB,2,2,16,78,0,4,26,1.6,52,3.3,0,
43,Bucky Irving,TAM,22,RB,2,0,16,84,0,2,60,3.8,24,1.5,1,16
44,Rico Dowdle,DAL,26,RB,2,1,15,56,0,5,33,2.2,23,1.5,0,
45,Trey Benson,ARI,21,RB,2,1,14,23,0,2,8,0.6,15,1.1,0,
46,D'Onta Foreman,CLE,28,RB,2,1,14,42,0,1,23,1.6,19,1.4,0,
47,Jaleel McLaughlin,DEN,24,RB,2,0,13,33,0,3,16,1.2,17,1.3,1,13
48,Tyler Allgeier,ATL,24,RB,2,0,12,74,0,5,63,5.3,11,0.9,0,
49,Tank Bigsby,JAX,23,RB,2,0,12,73,0,2,47,3.9,26,2.2,1,12
50,Ray Davis,BUF,25,RB,2,0,12,42,0,3,15,1.3,27,2.3,0,
51,Miles Sanders,CAR,27,RB,2,0,12,42,0,1,19,1.6,23,1.9,1,12
52,Josh Allen,BUF,28,QB,2,2,11,41,2,4,30,2.7,11,1,0,
53,Daniel Jones,NYG,27,QB,2,2,11,47,0,3,32,2.9,15,1.4,1,11
54,Jaylen Warren,PIT,26,RB,2,0,11,49,0,2,25,2.3,24,2.2,1,11
55,Joe Burrow,CIN,28,QB,2,2,10,24,0,4,16,1.6,8,0.8,0,
56,Austin Ekeler,WAS,29,RB,2,0,10,48,0,2,26,2.6,22,2.2,1,10
57,Justin Herbert,LAC,26,QB,2,2,10,24,0,1,8,0.8,16,1.6,0,
58,Kyler Murray,ARI,27,QB,2,2,10,116,0,5,62,6.2,54,5.4,0,
59,Anthony Richardson,IND,22,QB,2,2,10,93,1,7,78,7.8,15,1.5,1,10
60,Deebo Samuel,SFO,28,WR,2,2,10,13,1,1,-1,-0.1,14,1.4,0,
61,Tyjae Spears,TEN,23,RB,2,0,10,41,0,4,18,1.8,23,2.3,0,
62,Deshaun Watson,CLE,29,QB,2,2,10,59,1,3,38,3.8,21,2.1,1,10
63,Caleb Williams,CHI,23,QB,2,2,10,59,0,2,43,4.3,16,1.6,0,
64,Jacoby Brissett,NWE,32,QB,2,2,9,38,0,3,31,3.4,7,0.8,0,
65,Alexander Mattison,LVR,26,RB,2,0,9,20,1,1,5,0.6,15,1.7,0,
66,Bo Nix,DEN,24,QB,2,2,9,60,1,5,58,6.4,2,0.2,0,
67,Geno Smith,SEA,34,QB,2,2,9,38,1,4,36,4,2,0.2,0,
68,Carson Steele,KAN,22,RB,2,0,9,27,0,4,14,1.6,13,1.4,1,9
69,Emanuel Wilson,GNB,25,RB,2,0,9,55,0,3,34,3.8,21,2.3,1,9
70,Braelon Allen,NYJ,20,RB,2,0,8,41,1,3,6,0.8,35,4.4,0,
71,Blake Corum,LAR,24,RB,2,0,8,28,0,2,16,2,12,1.5,0,
72,Sam Darnold,MIN,27,QB,2,2,8,35,0,3,34,4.3,1,0.1,0,
73,Taysom Hill,NOR,34,TE,2,2,8,53,0,5,18,2.3,35,4.4,1,8
74,Will Levis,TEN,25,QB,2,2,8,74,0,5,46,5.8,28,3.5,2,4
75,Baker Mayfield,TAM,29,QB,2,2,8,55,1,4,41,5.1,14,1.8,0,
76,Cam Akers,HOU,25,RB,1,0,7,32,0,2,21,3,11,1.6,1,7
77,Chase Brown,CIN,24,RB,2,0,7,42,0,1,28,4,14,2,1,7
78,MarShawn Lloyd,GNB,23,RB,1,0,6,15,0,,12,2,3,0.5,0,
79,Patrick Mahomes,KAN,29,QB,2,2,6,32,0,2,30,5,2,0.3,0,
80,Raheem Mostert,MIA,32,RB,1,1,6,9,0,0,2,0.3,7,1.2,0,
81,Cordarrelle Patterson,PIT,33,RB,2,0,6,16,0,,5,0.8,11,1.8,0,
82,Malik Willis,GNB,25,QB,2,1,6,41,0,1,40,6.7,1,0.2,1,6
83,Kirk Cousins,ATL,36,QB,2,2,5,-1,0,0,-1,-0.2,0,0,0,
84,Tank Dell,HOU,25,WR,2,1,5,35,0,2,31,6.2,4,0.8,0,
85,Justice Hill,BAL,27,RB,2,0,5,25,0,2,13,2.6,12,2.4,1,5
86,D'Ernest Johnson,JAX,28,RB,2,0,5,26,0,1,10,2,16,3.2,0,
87,C.J. Stroud,HOU,23,QB,2,2,5,12,0,0,-1,-0.2,13,2.6,1,5
88,Deuce Vaughn,DAL,23,RB,2,0,5,15,0,,5,1,10,2,0,
89,Jeff Wilson,MIA,29,RB,2,0,5,26,0,1,10,2,16,3.2,0,
90,Jaylen Wright,MIA,21,RB,1,0,5,4,0,,-4,-0.8,8,1.6,0,
91,Bryce Young,CAR,23,QB,2,2,5,18,1,1,18,3.6,0,0,0,
92,Mike Boone,CAR,29,RB,1,0,4,7,0,,2,0.5,5,1.3,1,4
93,Khalil Herbert,CHI,26,RB,2,0,4,7,1,3,2,0.5,5,1.3,0,
94,Alec Ingold,MIA,28,FB,2,1,4,10,0,3,1,0.3,9,2.3,0,
95,Jordan Mims,NOR,25,RB,2,0,4,11,0,,7,1.8,4,1,0,
96,Gardner Minshew II,LVR,28,QB,2,2,4,4,0,0,-1,-0.3,5,1.3,0,
97,Derek Carr,NOR,33,QB,2,2,3,14,1,2,11,3.7,3,1,0,
98,Kenneth Gainwell,PHI,25,RB,2,0,3,8,0,0,6,2,2,0.7,0,
99,Jared Goff,DET,30,QB,2,2,3,12,0,2,11,3.7,1,0.3,0,
100,Jake Haener,NOR,25,QB,2,0,3,-3,0,,-3,-1,0,0,0,
101,Hassan Haskins,LAC,25,RB,2,0,3,11,0,1,4,1.3,7,2.3,0,
102,Travis Homer,CHI,26,RB,2,0,3,16,0,1,12,4,4,1.3,0,
103,Ty Johnson,BUF,27,RB,2,0,3,6,0,0,3,1,3,1,0,
104,CeeDee Lamb,DAL,25,WR,2,2,3,25,0,2,20,6.7,5,1.7,0,
105,Trevor Lawrence,JAX,25,QB,2,2,3,53,0,3,51,17,2,0.7,0,
106,Dameon Pierce,HOU,24,RB,1,0,3,16,0,1,3,1,13,4.3,2,1.5
107,Dak Prescott,DAL,31,QB,2,2,3,15,0,2,12,4,3,1,0,
108,Brock Purdy,SFO,25,QB,2,2,3,23,0,2,18,6,5,1.7,0,
109,Jayden Reed,GNB,24,WR,2,0,3,70,1,3,47,15.7,23,7.7,1,3
110,Aaron Rodgers,NYJ,41,QB,2,2,3,0,0,0,0,0,0,0,0,
111,Rashid Shaheed,NOR,26,WR,2,2,3,13,0,1,8,2.7,5,1.7,0,
112,Pierre Strong,CLE,26,RB,2,0,3,5,0,1,1,0.3,4,1.3,0,
113,Tua Tagovailoa,MIA,26,QB,2,2,3,28,0,3,28,9.3,0,0,0,
114,Tyrone Tracy,NYG,25,RB,2,0,3,4,0,,4,1.3,0,0,0,
115,Ameer Abdullah,LVR,31,RB,2,0,2,1,0,,-1,-0.5,2,1,0,
116,Treylon Burks,TEN,24,WR,2,0,2,1,0,,-5,-2.5,6,3,1,2
117,Brandin Cooks,DAL,31,WR,2,2,2,2,0,0,-4,-2,6,3,0,
118,Derius Davis,LAC,24,WR,2,1,2,9,0,,5,2.5,4,2,0,
119,Emari Demercado,ARI,25,RB,2,0,2,46,0,1,7,3.5,39,19.5,2,1
120,Devin Duvernay,JAX,27,WR,2,0,2,7,0,1,3,1.5,4,2,0,
121,Audric Estime,DEN,21,RB,1,0,2,14,0,1,13,6.5,1,0.5,0,
122,Zay Flowers,BAL,24,WR,2,1,2,14,0,0,7,3.5,7,3.5,1,2
123,Eric Gray,NYG,25,RB,2,0,2,6,0,1,4,2,2,1,0,
124,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,6,3,5,2.5,0,
125,Cooper Kupp,LAR,31,WR,2,2,2,10,0,1,9,4.5,1,0.5,0,
126,Bo Melton,GNB,25,WR,2,0,2,8,0,1,3,1.5,5,2.5,1,2
127,Dare Ogunbowale,HOU,30,RB,2,0,2,3,0,0,2,1,1,0.5,0,
128,Ronnie Rivers,LAR,25,RB,2,0,2,16,0,2,12,6,4,2,0,
129,Trey Sermon,IND,25,RB,2,0,2,0,0,,-3,-1.5,3,1.5,0,
130,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
131,Mitchell Trubisky,BUF,30,QB,1,0,2,-2,0,,-2,-1,0,0,0,
132,Jaylen Waddle,MIA,26,WR,2,2,2,7,0,0,3,1.5,4,2,0,
133,Jameson Williams,DET,23,WR,2,2,2,28,0,2,18,9,10,5,0,
134,Jameis Winston,CLE,30,QB,1,0,2,4,0,2,3,1.5,1,0.5,0,
135,Xavier Worthy,KAN,21,WR,2,1,2,26,1,1,22,11,4,2,0,
136,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
137,Tyler Badie,DEN,24,RB,1,0,1,16,0,1,8,8,8,8,0,
138,Stefon Diggs,HOU,31,WR,2,2,1,6,0,0,4,4,2,2,0,
139,Greg Dortch,ARI,26,WR,2,1,1,4,0,0,3,3,1,1,0,
140,Myles Gaskin,MIN,27,RB,2,0,1,-3,0,,-3,-3,0,0,0,
141,Isaac Guerendo,SFO,24,RB,2,0,1,0,0,,0,0,0,0,0,
142,Jamycal Hasty,NWE,28,RB,2,0,1,2,0,,0,0,2,2,0,
143,Tyreek Hill,MIA,30,WR,2,2,1,12,0,1,10,10,2,2,0,
144,Kameron Johnson,TAM,22,WR,2,0,1,0,0,,0,0,0,0,0,
145,Travis Kelce,KAN,35,TE,2,2,1,1,0,0,0,0,1,1,0,
146,Ray-Ray McCloud,ATL,28,WR,2,1,1,3,0,0,3,3,0,0,0,
147,Jakobi Meyers,LVR,28,WR,2,2,1,3,0,0,1,1,2,2,0,
148,Jonathan Mingo,CAR,23,WR,2,1,1,3,0,0,3,3,0,0,0,
149,D.J. Moore,CHI,27,WR,2,2,1,14,0,1,14,14,0,0,0,
150,Puka Nacua,LAR,23,WR,1,1,1,7,0,0,3,3,4,4,0,
151,Chris Olave,NOR,24,WR,2,2,1,7,0,1,7,7,0,0,0,
152,Cade Otton,TAM,25,TE,2,2,1,-4,0,,-4,-4,0,0,1,1
153,George Pickens,PIT,23,WR,2,2,1,-10,0,0,-10,-10,0,0,0,
154,Ja'Lynn Polk,NWE,22,WR,2,1,1,0,0,0,0,0,0,0,0,
155,Kalif Raymond,DET,30,WR,2,0,1,12,0,1,9,9,3,3,0,
156,Calvin Ridley,TEN,30,WR,2,2,1,10,1,1,8,8,2,2,1,1
157,Wan'Dale Robinson,NYG,23,WR,2,0,1,14,0,1,3,3,11,11,0,
158,Cooper Rush,DAL,31,QB,2,0,1,-1,0,,-1,-1,0,0,0,
159,Khalil Shakir,BUF,24,WR,2,2,1,2,0,0,1,1,1,1,0,
160,Laviska Shenault Jr.,SEA,26,WR,2,0,1,1,0,,0,0,1,1,0,
161,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,5,5,2,2,0,
162,Skylar Thompson,MIA,27,QB,1,0,1,4,0,0,4,4,0,0,0,
163,Clayton Tune,ARI,25,QB,1,0,1,-6,0,,-6,-6,0,0,0,
164,DJ Turner,LVR,27,WR,2,0,1,2,0,,0,0,2,2,0,
165,KaVontae Turpin,DAL,28,WR,2,0,1,2,0,,2,2,0,0,0,
166,Garrett Wilson,NYJ,24,WR,2,2,1,5,0,1,0,0,5,5,1,1
