,,,,,,,Receiving,,,,,,,,,,,,,,,
205,Michael Mayer,23,LVR,TE,8,6,25,16,121,6,81,5.1,40,2.5,6.5,1,16,2,8,0,75.6,
206,Dare Ogunbowale,30,HOU,RB,14,1,22,16,166,7,17,1.1,149,9.3,2,0,,2,9.1,0,109.3,
207,Kalif Raymond,30,DET,WR,11,2,21,16,204,9,73,4.6,131,8.2,8.1,0,,0,0,0,137.8,
208,DJ Turner,27,LVR,WR,12,6,29,16,158,9,75,4.7,83,5.2,8.8,2,8,1,3.4,2,53.5,
209,Marquez Valdes-Scantling,30,2TM,WR,12,6,34,16,378,12,255,15.9,123,7.7,17.9,0,,2,5.9,1,114.6,
209,Marquez Valdes-Scantling,30,BUF,WR,6,0,9,2,26,1,20,10,6,3,15.7,0,,0,0,0,39.6,
209,Marquez Valdes-Scantling,30,NOR,WR,6,6,25,14,352,11,235,16.8,117,8.4,18.7,0,,2,8,1,123.7,
210,Kyle Juszczyk,33,SFO,FB,14,12,23,15,122,4,81,5.4,41,2.7,6.2,0,,1,4.3,1,60.4,
211,Lucas Krull,26,DEN,TE,10,2,19,15,128,6,78,5.2,50,3.3,5.8,2,7.5,0,0,0,94.7,
212,Christian McCaffrey,28,SFO,RB,4,4,19,15,146,6,48,3.2,98,6.5,3.2,1,15,0,0,1,76.8,
213,Raheem Mostert,32,MIA,RB,10,1,19,15,130,9,18,1.2,112,7.5,0.9,2,7.5,0,0,0,95.2,
214,Brian Robinson Jr.,25,WAS,RB,11,10,19,15,127,3,-22,-1.5,149,9.9,-1.5,1,15,0,0,1,72.6,
215,Jeremy Ruckert,24,NYJ,TE,14,7,24,15,88,6,17,1.1,71,4.7,3.7,0,,2,8.3,0,69.4,
216,JuJu Smith-Schuster,28,KAN,WR,11,5,21,15,209,10,69,4.6,140,9.3,5.7,4,3.8,2,9.5,1,115,
217,Jonathan Taylor,25,IND,RB,11,10,25,15,122,7,-20,-1.3,142,9.5,-1,2,7.5,3,12,1,69.1,
218,Malik Washington,23,MIA,WR,11,1,22,15,106,4,30,2,76,5.1,3.9,0,,1,4.5,0,79,
219,Nelson Agholor,31,BAL,WR,14,7,29,14,231,10,146,10.4,85,6.1,13.4,1,14,4,13.8,0,98.5,
220,Drew Sample,28,CIN,TE,14,12,16,14,80,5,29,2.1,51,3.6,2.2,0,,0,0,0,108.3,
221,Trey Sermon,25,IND,RB,14,3,15,14,84,3,-4,-0.3,88,6.3,-0.3,0,,0,0,0,90,
222,Cade Stover,24,HOU,TE,13,8,20,14,132,5,41,2.9,91,6.5,5.2,2,7,1,5,0,104.6,
223,Mason Tipton,24,NOR,WR,10,1,25,14,99,2,72,5.1,27,1.9,12.8,1,14,1,4,0,65.2,
224,Nick Vannett,31,TEN,TE,14,9,17,14,101,4,23,1.6,78,5.6,1.2,0,,0,0,1,106.1,
225,Jonathan Mingo,23,2TM,WR,14,6,37,14,131,4,64,4.6,67,4.8,9.8,1,14,2,5.4,1,37.1,
225,Jonathan Mingo,23,CAR,WR,9,5,26,12,121,4,57,4.8,64,5.3,8.7,1,12,2,7.7,1,43.9,
225,Jonathan Mingo,23,DAL,WR,5,1,11,2,10,0,7,3.5,3,1.5,12.5,0,,0,0,0,39.6,
226,Ray Davis,25,BUF,RB,14,0,14,13,167,6,36,2.8,131,10.1,2.1,0,,0,0,0,156,
227,Derrick Henry,30,BAL,RB,14,14,15,13,125,7,-20,-1.5,145,11.2,-2,2,6.5,0,0,0,141,
228,Ricky Pearsall,24,SFO,WR,8,2,24,13,153,6,101,7.8,52,4,12.1,1,13,0,0,0,87.7,
229,Cedrick Wilson Jr.,29,NOR,WR,12,1,17,13,159,7,102,7.8,57,4.4,9,0,,2,11.8,0,124.4,
230,Robert Woods,32,HOU,WR,12,2,19,13,124,8,77,5.9,47,3.6,8.3,0,,1,5.3,0,86.3,
231,Brock Wright,26,DET,TE,14,7,16,13,100,7,25,1.9,75,5.8,5.1,1,13,0,0,1,106.2,
232,Jahan Dotson,24,PHI,WR,14,5,22,12,122,6,70,5.8,52,4.3,9.9,0,,0,0,0,70.6,
233,Ezekiel Elliott,29,DAL,RB,13,2,15,12,69,3,-28,-2.3,97,8.1,-1.8,1,12,0,0,0,85.8,
234,Kenneth Gainwell,25,PHI,RB,14,0,16,12,96,5,12,1,84,7,0.6,3,4,0,0,0,89.6,
235,Mecole Hardman,26,KAN,WR,12,0,14,12,90,6,-9,-0.8,99,8.3,-1,0,,0,0,0,93.5,
236,Julian Hill,24,MIA,TE,13,10,18,12,100,5,42,3.5,58,4.8,6.7,3,4,2,11.1,0,80.8,
237,Ja'Lynn Polk,22,NWE,WR,13,7,32,12,87,4,74,6.2,13,1.1,11.1,0,,4,12.5,1,53.6,
238,Josh Reynolds,29,2TM,WR,6,1,20,12,183,8,148,12.3,35,2.9,11.7,0,,0,0,0,106.9,
238,Josh Reynolds,29,DEN,WR,5,1,19,12,183,8,148,12.3,35,2.9,11.4,0,,0,0,0,112.4,
238,Josh Reynolds,29,JAX,WR,1,0,1,0,0,0,0,,0,,17,0,,0,0,0,39.6,
239,Mo Alie-Cox,31,IND,TE,14,11,18,11,132,6,92,8.4,40,3.6,8.9,0,,1,5.6,0,102.1,
240,Daniel Bellinger,24,NYG,TE,14,5,13,11,111,7,66,6,45,4.1,6.2,0,,0,0,0,102.2,
241,Jake Bobo,26,SEA,WR,14,2,15,11,97,6,70,6.4,27,2.5,8.5,0,,1,6.7,0,90.1,
242,Jalen Brooks,24,DAL,WR,12,1,29,11,165,7,128,11.6,37,3.4,13.5,1,11,1,3.4,2,40.2,
243,Isaac Guerendo,24,SFO,RB,14,2,12,11,87,5,20,1.8,67,6.1,2.1,0,,0,0,0,96.9,
244,Roschon Johnson,23,CHI,RB,11,0,15,11,88,5,18,1.6,70,6.4,1.4,2,5.5,0,0,0,87.6,
245,Hunter Luepke,24,DAL,RB,13,3,13,11,110,5,26,2.4,84,7.6,2.5,0,,0,0,0,101.9,
246,Jordan Mason,25,SFO,RB,12,6,14,11,91,5,32,2.9,59,5.4,3.7,1,11,0,0,0,93.7,
247,Isiah Pacheco,25,KAN,RB,5,4,14,11,80,4,-35,-3.2,115,10.5,-1.2,1,11,1,7.1,0,90.5,
248,Cordarrelle Patterson,33,PIT,RB,10,1,13,11,68,4,12,1.1,56,5.1,2.3,1,11,0,0,1,56.4,
249,Stone Smartt,26,LAC,TE,12,1,14,11,148,7,108,9.8,40,3.6,11.3,0,,2,14.3,0,110.7,
250,Adam Trautman,27,DEN,TE,14,11,18,11,178,8,87,7.9,91,8.3,5.9,0,,1,5.6,0,131.2,
251,Tyler Allgeier,24,ATL,RB,14,0,10,10,62,2,-2,-0.2,64,6.4,-0.2,1,10,0,0,0,92.5,
252,Chris Brooks,24,GNB,RB,12,0,11,10,67,2,-25,-2.5,92,9.2,-1.8,1,10,1,9.1,0,92,
253,Tyler Goodson,24,IND,RB,13,0,13,10,56,3,-8,-0.8,64,6.4,1.5,2,5,2,15.4,0,109.8,
254,Kylen Granson,26,IND,TE,14,4,23,10,141,6,67,6.7,74,7.4,12.2,0,,1,4.3,1,45.7,
255,Jamycal Hasty,28,NWE,RB,14,0,12,10,59,2,-13,-1.3,72,7.2,-1.3,1,10,0,0,0,114.9,
256,Trey Palmer,23,TAM,WR,12,3,18,10,141,6,107,10.7,34,3.4,12.6,0,,1,5.6,0,99.5,
257,Tylan Wallace,25,BAL,WR,14,0,10,10,191,5,66,6.6,125,12.5,6.6,1,10,0,0,0,152.1,
258,Cam Akers,25,2TM,RB,14,2,13,10,49,2,-1,-0.1,50,5,-0.8,0,,0,0,0,121.5,
258,Cam Akers,25,HOU,RB,5,2,7,4,16,1,5,1.3,11,2.8,-0.6,0,,0,0,0,101.8,
258,Cam Akers,25,MIN,RB,9,0,6,6,33,1,-6,-1,39,6.5,-1,0,,0,0,0,129.2,
259,Odell Beckham Jr.,32,MIA,WR,9,0,18,9,55,3,41,4.6,14,1.6,7.6,0,,1,5.6,1,33.3,
260,Harrison Bryant,26,LVR,TE,10,2,12,9,86,5,15,1.7,71,7.9,3.4,2,4.5,0,0,1,59.7,
261,DeAndre Carter,31,CHI,WR,13,0,14,9,72,3,40,4.4,32,3.6,11.1,2,4.5,0,0,1,47.3,
262,Devin Duvernay,27,JAX,WR,10,1,14,9,72,6,10,1.1,62,6.9,12.6,0,,1,7.1,1,47.3,
263,Luke Farrell,27,JAX,TE,14,6,13,9,55,3,27,3,28,3.1,5.4,1,9,1,7.7,1,45.4,
264,Alec Ingold,28,MIA,FB,12,7,10,9,75,3,26,2.9,49,5.4,3.1,0,,0,0,0,97.9,
265,Charlie Kolar,25,BAL,TE,12,3,11,9,131,4,55,6.1,76,8.4,6,0,,0,0,0,146.6,
266,Bub Means,23,NOR,WR,7,1,15,9,118,7,98,10.9,20,2.2,11.3,0,,1,6.7,0,107.1,
267,Brevyn Spann-Ford,25,DAL,TE,14,0,14,9,88,6,35,3.9,53,5.9,5.9,0,,0,0,0,81.8,
268,Pierre Strong,26,CLE,RB,12,0,15,9,86,3,-18,-2,104,11.6,-0.2,2,4.5,2,13.3,0,76,
269,Emanuel Wilson,25,GNB,RB,14,0,12,9,46,3,-40,-4.4,86,9.6,-4.3,1,9,0,0,0,108.3,
270,Nate Adkins,25,DEN,TE,14,8,9,8,65,4,32,4,33,4.1,6.1,1,8,0,0,0,136.3,
271,Kevin Austin,24,NOR,WR,5,1,15,8,98,7,76,9.5,22,2.8,12.4,0,,1,6.7,1,46,
272,Derius Davis,24,LAC,WR,12,2,12,8,47,2,-41,-5.1,88,11,2.6,1,8,0,0,0,74,
273,Isaiah Davis,22,NYJ,RB,14,0,11,8,67,4,5,0.6,62,7.8,1.9,0,,1,9.1,0,118.4,
274,Eric Gray,25,NYG,RB,14,0,9,8,76,3,-23,-2.9,99,12.4,-2.7,1,8,1,11.1,0,101.9,
275,Xavier Hutchinson,24,HOU,WR,13,2,19,8,83,4,55,6.9,28,3.5,9.8,0,,2,10.5,0,55.4,
276,D'Ernest Johnson,28,JAX,RB,11,1,13,8,77,3,-5,-0.6,82,10.3,0.5,0,,0,0,1,46,
277,Ryan Miller,24,TAM,WR,8,3,14,8,85,6,34,4.3,51,6.4,8.1,0,,1,7.1,1,69,
278,Andrew Ogletree,26,IND,TE,14,4,12,8,88,5,47,5.9,41,5.1,9.8,0,,1,8.3,0,116,
279,Trent Sherfield,28,MIN,WR,14,1,9,8,83,4,43,5.4,40,5,6,0,,0,0,1,102.5,
280,Durham Smythe,29,MIA,TE,14,4,14,8,48,1,33,4.1,15,1.9,5.7,0,,1,7.1,0,64,
281,Sean Tucker,23,TAM,RB,14,0,11,8,104,6,1,0.1,103,12.9,0.4,1,8,0,0,0,132.4,
282,John Bates,27,WAS,TE,14,6,10,7,70,2,29,4.1,41,5.9,2.7,1,7,1,10,0,89.6,
283,Michael Burton,32,DEN,FB,14,2,7,7,46,1,21,3,25,3.6,3,0,,0,0,0,94,
284,Britain Covey,27,PHI,WR,5,1,8,7,34,2,6,0.9,28,4,1.1,0,,1,12.5,0,84.4,
285,Gerald Everett,30,CHI,TE,14,4,11,7,30,1,-7,-1,37,5.3,1.5,2,3.5,1,9.1,0,67.6,
286,Hayden Hurst,31,LAC,TE,7,2,12,7,65,1,48,6.9,17,2.4,4.8,0,,2,16.7,0,73.3,
287,Jalin Hyatt,23,NYG,WR,13,3,16,7,53,3,47,6.7,6,0.9,18.4,0,,2,12.5,1,26.3,
288,Rakim Jarrett,23,TAM,WR,7,2,9,7,107,4,90,12.9,17,2.4,12.3,0,,0,0,0,116.2,
289,Hunter Long,26,LAR,TE,14,2,9,7,60,2,30,4.3,30,4.3,3.4,0,,1,11.1,0,94.4,
290,K.J. Osborn,27,NWE,WR,7,4,18,7,57,2,41,5.9,16,2.3,5.9,0,,1,5.6,0,66.2,
291,Brandon Powell,29,MIN,WR,14,1,10,7,71,5,59,8.4,12,1.7,10.1,0,,0,0,0,90,
292,Jalen Reagor,25,LAC,WR,8,2,12,7,100,3,74,10.6,26,3.7,10.3,0,,0,0,0,85.4,
293,Jamaal Williams,29,NOR,RB,11,0,9,7,38,2,-1,-0.1,39,5.6,-2.1,0,,0,0,0,84.3,
294,Davis Allen,23,LAR,TE,12,5,12,6,39,2,18,3,21,3.5,2.6,0,,2,16.7,0,57.3,
295,Trey Benson,21,ARI,RB,13,1,6,6,59,3,-19,-3.2,78,13,-3.2,2,3,0,0,0,107.6,
296,Pharaoh Brown,30,SEA,TE,12,5,10,6,44,1,21,3.5,23,3.8,3.6,1,6,1,10,0,70.4,
297,Parris Campbell,27,PHI,WR,5,0,8,6,30,1,21,3.5,9,1.5,4.3,0,,0,0,0,119.8,
298,Ty Chandler,26,MIN,RB,14,0,6,6,42,2,-11,-1.8,53,8.8,-1.8,0,,0,0,0,95.8,
299,Blake Corum,24,LAR,RB,14,0,7,6,46,4,-8,-1.3,54,9,-0.9,1,6,1,14.3,0,94,
300,Simi Fehoko,27,LAC,WR,8,2,16,6,106,6,90,15,16,2.7,14.8,0,,2,12.5,0,60.9,
301,Xavier Gipson,23,NYJ,WR,14,0,10,6,39,3,17,2.8,22,3.7,11.2,0,,1,10,0,101.7,
302,Malik Heath,24,GNB,WR,11,1,7,6,41,3,31,5.2,10,1.7,4.4,0,,0,0,0,130.7,
303,Sincere McCormick,24,LVR,RB,5,2,7,6,29,2,0,0,29,4.8,0.4,0,,0,0,0,83.9,
304,Tip Reiman,23,ARI,TE,14,8,7,6,37,1,8,1.3,29,4.8,1.7,1,6,0,0,0,88.7,
305,Eric Saubert,30,SFO,TE,14,3,8,6,78,2,46,7.7,32,5.3,6.4,0,,1,12.5,0,105.2,
306,Zamir White,25,LVR,RB,8,5,8,6,30,2,-20,-3.3,50,8.3,-3.1,2,3,1,12.5,0,80.2,
307,Charlie Woerner,27,ATL,TE,13,3,9,6,40,3,19,3.2,21,3.5,2.8,0,,0,0,1,36.6,
308,Michael Woods II,24,CLE,WR,3,1,11,6,62,4,27,4.5,35,5.8,10.9,1,6,0,0,1,33.1,
309,Tank Bigsby,23,JAX,RB,13,1,9,5,50,1,-5,-1,55,11,-2.4,1,5,2,22.2,1,31.9,
310,Nick Chubb,29,CLE,RB,8,8,11,5,31,3,0,0,31,6.2,-0.5,0,,0,0,2,43.2,
311,Greg Dulcich,24,DEN,TE,4,3,12,5,28,0,13,2.6,15,3,5.9,0,,2,16.7,0,49.3,
312,Tucker Fisk,25,LAC,TE,6,4,6,5,21,0,9,1.8,12,2.4,1.8,0,,0,0,0,81.2,
313,D'Onta Foreman,28,CLE,RB,8,2,5,5,46,1,4,0.8,42,8.4,0.8,1,5,0,0,0,105,
314,KhaDarel Hodge,29,ATL,WR,14,0,6,5,98,4,25,5,73,14.6,4.2,0,,0,0,0,158.3,
315,Bo Melton,25,GNB,WR,14,0,12,5,73,4,67,13.4,6,1.2,20.2,0,,0,0,1,27.4,
316,Scott Miller,27,PIT,WR,11,0,9,5,69,2,36,7.2,33,6.6,11.8,1,5,1,11.1,0,80.3,
317,Luke Musgrave,24,GNB,TE,4,2,7,5,22,1,7,1.4,15,3,5.7,0,,0,0,1,35.1,
318,Bryce Oliver,24,TEN,WR,7,1,6,5,80,3,56,11.2,24,4.8,10.5,0,,0,0,0,118.7,
319,Dante Pettis,29,NOR,WR,5,0,11,5,46,3,26,5.2,20,4,7.3,1,5,1,9.1,0,57.4,
320,MyCole Pruitt,32,PIT,TE,9,4,8,5,39,1,23,4.6,16,3.2,3.1,0,,0,0,0,74.5,
321,Laviska Shenault Jr.,26,SEA,WR,11,1,5,5,36,2,-10,-2,46,9.2,-2,0,,0,0,0,96.7,
322,Ben Sinnott,22,WAS,TE,14,2,5,5,28,2,9,1.8,19,3.8,1.8,0,,0,0,0,129.6,
323,Carson Steele,22,KAN,RB,14,2,9,5,24,0,-11,-2.2,35,7,-1.2,3,1.7,0,0,0,60.9,
324,Kimani Vidal,23,LAC,RB,7,0,7,5,62,2,25,5,37,7.4,4.4,0,,2,28.6,0,138.1,
325,Treylon Burks,24,TEN,WR,5,2,8,4,34,3,29,7.3,5,1.3,16.9,1,4,2,25,1,21.9,
326,Jermaine Burton,23,CIN,WR,12,1,14,4,107,4,85,21.3,22,5.5,21.1,0,,1,7.1,0,58.9,
327,Jamison Crowder,31,WAS,WR,3,0,4,4,32,1,24,6,8,2,6,0,,0,0,0,100,
328,Audric Estime,21,DEN,RB,10,0,4,4,14,1,-9,-2.3,23,5.8,-2.3,0,,0,0,0,81.2,
329,Ryan Flournoy,25,DAL,WR,8,1,7,4,44,2,26,6.5,18,4.5,9.7,0,,1,14.3,0,75.9,
330,Connor Heyward,25,PIT,TE,14,5,6,4,29,1,22,5.5,7,1.8,9.3,0,,2,33.3,0,117.4,
331,Will Mallory,25,IND,TE,9,0,8,4,29,1,25,6.3,4,1,8.6,1,4,0,0,1,19.3,
332,Jordan Mims,25,NOR,RB,9,0,7,4,42,2,-2,-0.5,44,11,-1.4,0,,0,0,0,74.7,
333,Ben Sims,24,GNB,TE,14,5,5,4,42,1,26,6.5,16,4,8,0,,0,0,0,101.7,
334,Deven Thompkins,25,CAR,WR,6,0,4,4,20,2,-8,-2,28,7,-2,0,,0,0,0,87.5,
335,Tyquan Thornton,24,NWE,WR,6,1,8,4,47,2,23,5.8,24,6,15.8,1,4,0,0,1,28.6,
336,Blake Whiteheart,24,CLE,TE,8,1,7,4,42,2,38,9.5,4,1,11.1,0,,0,0,1,74.7,
337,Alex Bachman,28,LVR,WR,6,1,3,3,31,2,21,7,10,3.3,7,0,,0,0,0,109.7,
338,Tyler Badie,24,DEN,RB,3,0,3,3,-2,0,-6,-2,4,1.3,-2,0,,0,0,0,79.2,
339,David Bell,24,CLE,WR,1,0,3,3,27,1,19,6.3,8,2.7,6.3,0,,0,0,0,104.2,
340,Jonathon Brooks,21,CAR,RB,3,1,3,3,23,2,-8,-2.7,31,10.3,-2.7,0,,0,0,0,98.6,
341,DJ Chark,28,LAC,WR,4,0,3,3,25,0,18,6,7,2.3,6,0,,0,0,0,101.4,
342,Tanner Conner,26,MIA,TE,8,1,4,3,16,1,11,3.7,5,1.7,11.5,0,,0,0,0,81.2,
343,Malachi Corley,22,NYJ,WR,8,1,6,3,16,1,11,3.7,5,1.7,8.3,0,,0,0,0,56.2,
344,Cam Grandy,24,CIN,TE,5,3,3,3,12,1,8,2.7,4,1.3,2.7,0,,0,0,0,83.3,
345,Peyton Hendershot,25,KAN,TE,5,0,3,3,26,1,11,3.7,15,5,3.7,0,,0,0,0,102.8,
346,Travis Homer,26,CHI,RB,10,0,3,3,11,0,1,0.3,10,3.3,0.3,0,,0,0,0,81.9,
347,Trenton Irwin,29,CIN,WR,7,2,10,3,15,1,11,3.7,4,1.3,6.2,0,,1,10,0,39.6,
348,Zay Jones,29,ARI,WR,8,1,5,3,19,2,5,1.7,14,4.7,3.2,0,,0,0,1,28.3,
349,Scott Matlock,24,LAC,DL,14,8,4,3,18,0,6,2,12,4,2,0,,1,25,0,83.3,
350,Jeremy McNichols,29,WAS,RB,14,1,5,3,7,0,-6,-2,13,4.3,3.6,0,,0,0,0,64.6,
351,James Proche,28,CLE,WR,6,0,3,3,21,1,17,5.7,4,1.3,5.7,1,3,0,0,0,95.8,
352,Ben Skowronek,27,PIT,WR,8,1,3,3,44,2,21,7,23,7.7,7,0,,0,0,0,118.7,
353,Ainias Smith,23,PHI,WR,5,1,3,3,6,0,-1,-0.3,7,2.3,-0.3,0,,0,0,0,79.2,
354,Ian Thomas,28,CAR,TE,5,2,6,3,7,1,1,0.3,6,2,4.2,0,,1,16.7,1,16.7,
355,Jamari Thrash,24,CLE,WR,6,0,4,3,22,2,8,2.7,14,4.7,4.8,0,,1,25,0,87.5,
356,Deuce Vaughn,23,DAL,RB,6,0,5,3,18,0,5,1.7,13,4.3,0,1,3,0,0,0,67.1,
357,Jeff Wilson,29,MIA,RB,6,0,3,3,19,0,0,0,19,6.3,0,0,,0,0,0,93.1,
358,Jaylen Wright,21,MIA,RB,13,1,6,3,8,1,0,0,8,2.7,-1,1,3,1,16.7,0,56.2,
359,Kenny Yeboah,26,NYJ,TE,6,0,3,3,27,2,0,0,27,9,0,0,,0,0,0,143.7,
360,Khalil Herbert,26,2TM,RB,11,0,3,3,11,0,-4,-1.3,15,5,-1.3,0,,0,0,0,81.9,
360,Khalil Herbert,26,CHI,RB,6,0,2,2,4,0,-2,-1,6,3,-1,0,,0,0,0,79.2,
360,Khalil Herbert,26,CIN,RB,5,0,1,1,7,0,-2,-2,9,9,-2,0,,0,0,0,95.8,
361,Ronnie Bell,24,SFO,WR,9,0,6,2,22,2,20,10,2,1,10.8,0,,2,33.3,1,5.6,
362,Julius Chestnut,24,TEN,RB,14,0,2,2,11,0,-3,-1.5,14,7,-1.5,0,,0,0,0,89.6,
363,Jacob Cowing,23,SFO,WR,12,0,4,2,50,1,34,17,16,8,14,0,,0,0,1,56.2,
364,Josiah Deguara,27,JAX,TE,12,0,2,2,10,0,0,0,10,5,0,0,,0,0,0,87.5,
365,Grant Dubose,23,MIA,WR,3,0,4,2,11,1,8,4,3,1.5,11.8,0,,0,0,1,16.7,
366,Ashton Dulin,27,IND,WR,12,2,8,2,67,2,24,12,43,21.5,19.3,1,2,1,12.5,1,62,
367,Payne Durham,24,TAM,TE,13,3,2,2,34,1,28,14,6,3,14,0,,0,0,0,118.7,
368,Gus Edwards,29,LAC,RB,10,5,3,2,3,0,-1,-0.5,4,2,-2,0,,0,0,0,70.1,
369,D'Wayne Eskridge,27,MIA,WR,5,0,2,2,36,2,18,9,18,9,9,0,,0,0,0,118.7,
370,C.J. Ham,31,MIN,FB,14,3,3,2,11,0,5,2.5,6,3,0,0,,0,0,0,72.9,
371,Isaiah Hodgins,26,NYG,WR,3,0,2,2,12,0,11,5.5,1,0.5,5.5,0,,0,0,0,91.7,
372,Tim Jones,26,JAX,WR,14,0,4,2,30,2,13,6.5,17,8.5,7.3,0,,0,0,0,75,
373,Brevin Jordan,24,HOU,TE,2,1,3,2,7,1,4,2,3,1.5,0.3,0,,0,0,0,70.1,
374,Terrace Marshall Jr.,24,LVR,WR,4,0,3,2,13,0,12,6,1,0.5,4.3,0,,0,0,0,75.7,
375,Kenny McIntosh,24,SEA,RB,14,0,2,2,7,0,3,1.5,4,2,1.5,0,,0,0,0,81.2,
376,Kendre Miller,22,NOR,RB,4,0,5,2,1,0,-3,-1.5,4,2,0,0,,2,40,0,47.9,
377,Quintin Morris,25,BUF,TE,13,2,3,2,16,2,8,4,8,4,13,0,,0,0,0,119.4,
378,Dameon Pierce,24,HOU,RB,8,0,2,2,2,0,-3,-1.5,5,2.5,-1.5,1,2,0,0,0,79.2,
379,Patrick Ricard,30,BAL,FB,14,5,4,2,8,1,3,1.5,5,2.5,1.3,0,,1,25,0,95.8,
380,Allen Robinson,31,DET,WR,10,0,6,2,9,2,7,3.5,2,1,5.3,0,,1,16.7,0,42.4,
381,Xavier Smith,27,LAR,WR,12,0,2,2,6,1,1,0.5,5,2.5,0.5,0,,0,0,0,79.2,
382,Jack Stoll,26,PHI,TE,7,2,3,2,10,0,8,4,2,1,4,0,,0,0,0,71.5,
383,J.J. Taylor,26,HOU,RB,5,0,3,2,0,0,-1,-0.5,1,0.5,-2,0,,1,33.3,0,70.1,
384,Eric Tomlinson,32,LAC,TE,9,1,4,2,9,0,-3,-1.5,12,6,2,1,2,1,25,0,56.2,
385,Austin Trammell,26,JAX,WR,1,0,3,2,40,2,31,15.5,9,4.5,14.7,0,,0,0,0,109.7,
386,Cody White,26,SEA,WR,4,0,3,2,44,2,31,15.5,13,6.5,13.3,0,,0,0,0,109.7,
387,Kristian Wilkerson,27,LVR,WR,3,0,3,2,18,2,7,3.5,11,5.5,5.3,0,,0,0,0,122.2,
388,Isaiah Williams,23,DET,WR,2,0,3,2,6,0,-1,-0.5,7,3.5,5,2,1,0,0,0,70.1,
389,Johnny Wilson,23,PHI,WR,13,3,10,2,14,2,8,4,6,3,11,0,,1,10,0,72.9,
390,Jaheim Bell,23,NWE,TE,12,0,2,1,1,0,-2,-2,3,3,3,0,,0,0,0,56.2,
391,Mike Caliendo,27,KAN,OL,14,1,1,1,5,1,2,2,3,3,2,0,,0,0,0,87.5,
392,Dan Chisena,27,CAR,WR,3,0,1,1,6,0,5,5,1,1,5,0,,0,0,0,91.7,
393,Robbie Chosen,31,MIA,WR,2,0,4,1,5,0,4,4,1,1,11.8,0,,0,0,1,0,
394,Chris Conley,32,SFO,WR,12,1,7,1,4,0,4,4,0,0,22.3,0,,0,0,1,0,
395,Dalvin Cook,29,DAL,RB,2,0,1,1,10,1,3,3,7,7,3,0,,0,0,0,108.3,
396,River Cracraft,30,MIA,WR,5,0,1,1,6,0,5,5,1,1,5,0,,0,0,0,91.7,
397,Jaelon Darden,25,CLE,WR,7,1,1,1,6,1,-3,-3,9,9,-3,0,,0,0,0,91.7,
398,Zach Davidson,26,BUF,TE,2,0,2,1,5,0,3,3,2,2,1.5,0,,0,0,0,56.2,
399,Divine Deablo,26,LVR,LB,11,11,1,1,34,1,4,4,30,30,4,0,,0,0,0,118.7,
400,Ross Dwelley,29,ATL,TE,14,0,1,1,5,0,1,1,4,4,1,0,,0,0,0,87.5,
401,John FitzPatrick,24,GNB,TE,6,0,1,1,2,0,2,2,0,0,2,0,,0,0,0,79.2,
402,Jody Fortson,29,KAN,TE,3,0,3,1,5,1,3,3,2,2,1.3,0,,0,0,1,2.8,
403,Myles Gaskin,27,MIN,RB,5,0,1,1,11,0,-2,-2,13,13,-2,0,,0,0,0,112.5,
404,Jared Goff,30,DET,QB,14,14,1,1,7,1,5,5,2,2,5,0,,0,0,0,135.4,
405,Anthony Gould,23,IND,WR,5,0,1,1,23,1,18,18,5,5,18,0,,0,0,0,118.7,
406,George Holani,25,SEA,RB,3,0,1,1,-1,0,-1,-1,0,0,-1,0,,0,0,0,79.2,
407,Dallin Holker,24,NOR,TE,9,1,1,1,10,1,-1,-1,11,11,-1,0,,0,0,0,108.3,
408,Sam Hubbard,29,CIN,DE,14,14,1,1,2,1,2,2,0,0,2,0,,0,0,0,118.7,
409,Jha'Quan Jackson,24,TEN,WR,12,0,3,1,8,1,6,6,2,2,26,0,,0,0,0,42.4,
410,Brandon Johnson,26,PIT,WR,3,0,1,1,9,0,5,5,4,4,5,0,,0,0,0,104.2,
411,Collin Johnson,27,CHI,WR,6,0,1,1,6,1,3,3,3,3,3,0,,0,0,0,91.7,
412,Charlie Jones,26,CIN,WR,8,0,1,1,5,0,5,5,0,0,5,0,,0,0,0,87.5,
413,Marcus Jones,26,NWE,CB,14,9,1,1,18,1,-7,-7,25,25,-7,0,,0,0,0,118.7,
414,Velus Jones Jr.,27,CHI,WR,1,0,1,1,8,0,-5,-5,13,13,-5,0,,0,0,0,100,
415,Ramel Keyton,24,LVR,WR,5,0,3,1,7,1,7,7,0,0,10,0,,0,0,0,42.4,
416,Mason Kinsey,26,TEN,WR,3,0,1,1,11,1,11,11,0,0,11,0,,0,0,0,112.5,
417,JC Latham,21,TEN,OT,14,14,1,1,0,0,-4,-4,4,4,-4,0,,0,0,0,79.2,
418,Marcedes Lewis,40,CHI,TE,14,4,2,1,2,1,1,1,1,1,7,0,,0,0,0,56.2,
419,MarShawn Lloyd,23,GNB,RB,1,0,1,1,3,0,-5,-5,8,8,-5,0,,0,0,0,79.2,
420,Vederian Lowe,25,NWE,T,11,10,1,1,4,1,4,4,0,0,4,0,,0,0,0,122.9,
421,Patrick Mahomes,29,KAN,QB,14,14,1,1,2,0,-1,-1,3,3,-1,0,,0,0,0,79.2,
422,Chris Manhertz,32,NYG,TE,14,9,2,1,2,1,2,2,0,0,3,0,,0,0,0,95.8,
