,,,,,Games,,Rushing,,,,,,,,,
46,Javonte Williams,DEN,24,RB,1,1,8,23,0,1,9,1.1,14,1.8,1,8
47,Jacoby Brissett,NWE,32,QB,1,1,7,32,0,3,27,3.9,5,0.7,0,
48,Antonio Gibson,NWE,26,RB,1,0,7,18,0,,10,1.4,8,1.1,1,7
49,Chuba Hubbard,CAR,25,RB,1,1,6,14,0,1,14,2.3,0,0,0,
50,Daniel Jones,NYG,27,QB,1,1,6,15,0,2,12,2,3,0.5,0,
51,Raheem Mostert,MIA,32,RB,1,1,6,9,0,0,9,1.5,0,0,0,
52,Anthony Richardson,IND,22,QB,1,1,6,56,1,5,38,6.3,18,3,1,6
53,Taysom Hill,NOR,34,TE,1,1,5,35,0,4,35,7,0,0,0,
54,Alexander Mattison,LVR,26,RB,1,0,5,19,0,0,19,3.8,0,0,0,
55,Kyler Murray,ARI,27,QB,1,1,5,57,0,3,57,11.4,0,0,0,
56,Bo Nix,DEN,24,QB,1,1,5,35,1,3,34,6.8,1,0.2,0,
57,Miles Sanders,CAR,27,RB,1,0,5,22,0,,22,4.4,0,0,0,
58,Deshaun Watson,CLE,29,QB,1,1,5,39,0,2,39,7.8,0,0,0,
59,Caleb Williams,CHI,23,QB,1,1,5,15,0,1,15,3,0,0,0,
60,Jeff Wilson,MIA,29,RB,1,0,5,26,0,1,26,5.2,0,0,0,
61,Mike Boone,CAR,29,RB,1,0,4,7,0,,7,1.8,0,0,0,
62,Joe Burrow,CIN,28,QB,1,1,4,15,0,1,13,3.3,2,0.5,0,
63,Justin Herbert,LAC,26,QB,1,1,4,6,0,0,6,1.5,0,0,0,
64,Will Levis,TEN,25,QB,1,1,4,36,0,2,36,9,0,0,0,
65,Jordan Mims,NOR,25,RB,1,0,4,11,0,,11,2.8,0,0,0,
66,Cordarrelle Patterson,PIT,33,RB,1,0,4,13,0,,3,0.8,10,2.5,0,
67,Geno Smith,SEA,34,QB,1,1,4,30,1,1,30,7.5,0,0,0,
68,Tyjae Spears,TEN,23,RB,1,0,4,21,0,2,21,5.3,0,0,0,
69,C.J. Stroud,HOU,23,QB,1,1,4,13,0,0,-11,-2.8,24,6,1,4
70,Emanuel Wilson,GNB,25,RB,1,0,4,46,0,2,33,8.3,13,3.3,1,4
71,Bryce Young,CAR,23,QB,1,1,4,12,1,1,12,3,0,0,0,
72,Tyler Allgeier,ATL,24,RB,1,0,3,21,0,1,10,3.3,11,3.7,0,
73,Trey Benson,ARI,21,RB,1,0,3,13,0,1,6,2,7,2.3,0,
74,Chase Brown,CIN,24,RB,1,0,3,11,0,,7,2.3,4,1.3,1,3
75,Sam Darnold,MIN,27,QB,1,1,3,3,0,1,2,0.7,1,0.3,0,
76,Ray Davis,BUF,25,RB,1,0,3,13,0,1,13,4.3,0,0,0,
77,CeeDee Lamb,DAL,25,WR,1,1,3,25,0,2,25,8.3,0,0,0,
78,Baker Mayfield,TAM,29,QB,1,1,3,21,0,1,21,7,0,0,0,
79,Gardner Minshew II,LVR,28,QB,1,1,3,5,0,0,5,1.7,0,0,0,
80,Dameon Pierce,HOU,24,RB,1,0,3,16,0,1,3,1,13,4.3,2,1.5
81,Treylon Burks,TEN,24,WR,1,0,2,1,0,,1,0.5,0,0,0,
82,Derek Carr,NOR,33,QB,1,1,2,13,0,1,13,6.5,0,0,0,
83,Derius Davis,LAC,24,WR,1,0,2,9,0,,9,4.5,0,0,0,
84,Tank Dell,HOU,25,WR,1,1,2,19,0,1,19,9.5,0,0,0,
85,Austin Ekeler,WAS,29,RB,1,0,2,10,0,1,10,5,0,0,0,
86,Audric Estime,DEN,21,RB,1,0,2,14,0,1,13,6.5,1,0.5,0,
87,Zay Flowers,BAL,24,WR,1,1,2,14,0,0,14,7,0,0,0,
88,Eric Gray,NYG,25,RB,1,0,2,6,0,1,4,2,2,1,0,
89,Khalil Herbert,CHI,26,RB,1,0,2,4,0,1,4,2,0,0,0,
90,Travis Homer,CHI,26,RB,1,0,2,10,0,1,10,5,0,0,0,
91,Alec Ingold,MIA,28,FB,1,0,2,8,0,2,8,4,0,0,0,
92,Ty Johnson,BUF,27,RB,1,0,2,7,0,,7,3.5,0,0,0,
93,Velus Jones Jr.,CHI,27,WR,1,0,2,11,0,1,11,5.5,0,0,0,
94,Cooper Kupp,LAR,31,WR,1,1,2,10,0,1,10,5,0,0,0,
95,Patrick Mahomes,KAN,29,QB,1,1,2,3,0,1,3,1.5,0,0,0,
96,Ronnie Rivers,LAR,25,RB,1,0,2,16,0,2,16,8,0,0,0,
97,Carson Steele,KAN,22,FB,1,0,2,3,0,,3,1.5,0,0,0,
98,Pierre Strong,CLE,26,RB,1,0,2,10,0,1,10,5,0,0,0,
99,Tyrone Tracy,NYG,25,RB,1,0,2,2,0,,2,1,0,0,0,
100,Kyle Trask,TAM,26,QB,1,0,2,-2,0,,-2,-1,0,0,0,
101,Jaylen Warren,PIT,26,RB,1,0,2,7,0,1,2,1,5,2.5,0,
102,Braelon Allen,NYJ,20,RB,1,0,1,8,0,1,8,8,0,0,0,
103,Brandon Allen,SFO,32,QB,1,0,1,-1,0,,-1,-1,0,0,0,
104,Brandin Cooks,DAL,31,WR,1,1,1,5,0,0,5,5,0,0,0,
105,Kirk Cousins,ATL,36,QB,1,1,1,0,0,0,0,0,0,0,0,
106,Stefon Diggs,HOU,31,WR,1,1,1,6,0,0,4,4,2,2,0,
107,Greg Dortch,ARI,26,WR,1,1,1,4,0,0,4,4,0,0,0,
108,Devin Duvernay,JAX,27,WR,1,0,1,3,0,1,3,3,0,0,0,
109,Kenneth Gainwell,PHI,25,RB,1,0,1,2,0,0,0,0,2,2,0,
110,Myles Gaskin,MIN,27,RB,1,0,1,-3,0,,-3,-3,0,0,0,
111,Jared Goff,DET,30,QB,1,1,1,7,0,1,7,7,0,0,0,
112,Justice Hill,BAL,27,RB,1,0,1,3,0,1,3,3,0,0,0,
113,Kameron Johnson,TAM,22,WR,1,0,1,0,0,,0,0,0,0,0,
114,Trevor Lawrence,JAX,25,QB,1,1,1,8,0,1,8,8,0,0,0,
115,Jakobi Meyers,LVR,28,WR,1,1,1,3,0,0,3,3,0,0,0,
116,Jonathan Mingo,CAR,23,WR,1,0,1,3,0,0,3,3,0,0,0,
117,D.J. Moore,CHI,27,WR,1,1,1,14,0,1,14,14,0,0,0,
118,Puka Nacua,LAR,23,WR,1,1,1,7,0,0,7,7,0,0,0,
119,George Pickens,PIT,23,WR,1,1,1,-10,0,0,-10,-10,0,0,0,
120,Dak Prescott,DAL,31,QB,1,1,1,3,0,1,3,3,0,0,0,
121,Brock Purdy,SFO,25,QB,1,1,1,11,0,1,11,11,0,0,0,
122,Kalif Raymond,DET,30,WR,1,0,1,12,0,1,12,12,0,0,0,
123,Jayden Reed,GNB,24,WR,1,0,1,33,1,1,10,10,23,23,1,1
124,Wan'Dale Robinson,NYG,23,WR,1,0,1,14,0,1,3,3,11,11,0,
125,Aaron Rodgers,NYJ,41,QB,1,1,1,-1,0,0,-1,-1,0,0,0,
126,Cooper Rush,DAL,31,QB,1,0,1,-1,0,,-1,-1,0,0,0,
127,Laviska Shenault Jr.,SEA,26,WR,1,0,1,1,0,,0,0,1,1,0,
128,Tua Tagovailoa,MIA,26,QB,1,1,1,11,0,1,11,11,0,0,0,
129,Tyrod Taylor,NYJ,35,QB,1,0,1,7,0,0,7,7,0,0,0,
130,Deuce Vaughn,DAL,23,RB,1,0,1,4,0,,4,4,0,0,0,
131,Jaylen Waddle,MIA,26,WR,1,1,1,3,0,0,3,3,0,0,0,
132,Jameson Williams,DET,23,WR,1,1,1,13,0,1,13,13,0,0,0,
133,Xavier Worthy,KAN,21,WR,1,1,1,21,1,1,21,21,0,0,0,
